Job Title,Company Name,Salary Estimate,Job Position,Job Acedemic Requiremnt,Job Week Cutom Font,Job Time Cutom Font,Company Field,Company Size,min_salary,max_salary,avg_salary,avg_salary(month),week_attendence,intern_time_length
数据分析实习生（MJ004009）实习招聘-欢聚集团实习生招聘-实习僧," 
                        欢聚集团
                          ",100-150/天,广州,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3
初级数据分析实习生实习招聘-彼诚传媒实习生招聘-实习僧," 
                        彼诚传媒
                          ",100-150/天,上海,本科,5天／周,实习3个月,广告/传媒/公关/展览,15-50,100,150,125.0,3750.0,5,3
数据分析实习生01实习招聘-车圈集团实习生招聘-实习僧," 
                        车圈集团
                          ",100-200/天,济南,不限,5天／周,实习3个月,互联网/游戏/软件,150-500,100,200,150.0,4500.0,5,3
海外-数据产品分析实习生实习招聘-爱奇艺实习生招聘-实习僧," 
                        爱奇艺
                          ",180-250/天,北京,本科,4天／周,实习4个月,互联网/游戏/软件,more than 2000,180,250,215.0,6450.0,4,4
海外-数据产品分析实习生实习招聘-爱奇艺实习生招聘-实习僧," 
                        爱奇艺
                          ",180-250/天,北京,本科,4天／周,实习4个月,互联网/游戏/软件,more than 2000,180,250,215.0,6450.0,4,4
数据分析实习生-bdsh实习招聘-哈啰出行实习生招聘-实习僧," 
                        哈啰出行
                          ",150-250/天,上海,本科,5天／周,实习6个月,互联网/游戏/软件,more than 2000,150,250,200.0,6000.0,5,6
机器学习数据分析工程师实习招聘-中国科学院网络实习生招聘-实习僧," 
                        中国科学院网络
                          ",120-180/天,北京,硕士,5天／周,实习3个月,互联网/游戏/软件,150-500,120,180,150.0,4500.0,5,3
数据分析工程师（实习）实习招聘-迈科金服实习生招聘-实习僧," 
                        迈科金服
                          ",100-120/天,上海,本科,4天／周,实习3个月,金融/经济/投资/财会,150-500,100,120,110.0,3300.0,4,3
安全研究员/数据分析研究员实习招聘-绿盟科技实习生招聘-实习僧," 
                        绿盟科技
                          ",120-200/天,全国,本科,4天／周,实习6个月,互联网/游戏/软件,more than 2000,120,200,160.0,4800.0,4,6
数据分析实习生（模型开发）实习招聘-睿智合创实习生招聘-实习僧," 
                        睿智合创
                          ",150-200/天,北京,本科,5天／周,实习3个月,金融/经济/投资/财会,150-500,150,200,175.0,5250.0,5,3
数据开发与分析实习生（IT部）实习招聘-乐瑞资产实习生招聘-实习僧," 
                        乐瑞资产
                          ",200-250/天,北京,本科,5天／周,实习3个月,金融/经济/投资/财会,50-150,200,250,225.0,6750.0,5,3
数据分析实习生（战略方向）实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",200/天,上海,本科,5天／周,实习3个月,汽车/机械/制造,more than 2000,200,200,200.0,6000.0,5,3
数据分析实习生（供应链方向）实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",200/天,上海,本科,4天／周,实习3个月,汽车/机械/制造,more than 2000,200,200,200.0,6000.0,4,3
数据分析岗实习生（时尚居家）实习招聘-京东实习生招聘-实习僧," 
                        京东
                          ",100-150/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,3
数据分析实习生——平台运营部实习招聘-华住集团实习生招聘-实习僧," 
                        华住集团
                          ",100-200/天,上海,本科,3天／周,实习3个月,餐饮/酒店/旅游/娱乐,more than 2000,100,200,150.0,4500.0,3,3
数据分析实习生 (MJ003744)实习招聘-欢聚集团实习生招聘-实习僧," 
                        欢聚集团
                          ",100-150/天,广州,本科,3天／周,实习3个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,3,3
数据分析实习生——供应链方向实习招聘-Tim Hortons实习生招聘-实习僧," 
                        Tim Hortons
                          ",120/天,上海,不限,4天／周,实习3个月,餐饮/酒店/旅游/娱乐,150-500,120,120,120.0,3600.0,4,3
电商平台数据分析实习生实习招聘-舍弗勒实习生招聘-实习僧," 
                        舍弗勒
                          ",180-250/天,上海,本科,5天／周,实习3个月,电子/通信/硬件,more than 2000,180,250,215.0,6450.0,5,3
经营企划（数据分析）实习生实习招聘-森马服饰实习生招聘-实习僧," 
                        森马服饰
                          ",面议,上海,不限,5天／周,实习3个月,农林牧渔/其他,more than 2000,0,0,0.0,0.0,5,3
US游戏数据分析实习生实习招聘-点点互动实习生招聘-实习僧," 
                        点点互动
                          ",200-300/天,广州,本科,5天／周,实习6个月,互联网/游戏/软件,500-2000,200,300,250.0,7500.0,5,6
统计学-数据分析实习生实习招聘-优渥瑞新材料实习生招聘-实习僧," 
                        优渥瑞新材料
                          ",200-250/天,苏州,本科,5天／周,实习4个月,互联网/游戏/软件,less than 15,200,250,225.0,6750.0,5,4
Data Analyst Intern 数据分析实习生实习招聘-汉高（中国）实习生招聘-实习僧," 
                        汉高（中国）
                          ",100-120/天,上海,本科,4天／周,实习3个月,化工/能源/环保,more than 2000,100,120,110.0,3300.0,4,3
数据开发/分析/运营实习生实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",150-250/天,北京,本科,4天／周,实习3个月,互联网/游戏/软件,more than 2000,150,250,200.0,6000.0,4,3
数据分析实习生实习招聘-润合科技实习生招聘-实习僧," 
                        润合科技
                          ",250-300/天,青岛,大专,5天／周,实习4个月,互联网/移动互联网/电子商务,50-150,250,300,275.0,8250.0,5,4
数据分析实习生（风险策略部）-北京实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,5,3
字节跳动—数据分析实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",150-200/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,5,3
客户端数据分析实习生-【数据治理方向】实习招聘-快手实习生招聘-实习僧," 
                        快手
                          ",300-400/天,北京,不限,5天／周,实习6个月,互联网/游戏/软件,more than 2000,300,400,350.0,10500.0,5,6
深圳华为系统数据分析实习生实习招聘-索迪斯实习生招聘-实习僧," 
                        索迪斯
                          ",100-150/天,深圳,大专,5天／周,实习3个月,企业服务/咨询,more than 2000,100,150,125.0,3750.0,5,3
数据分析（商业分析）实习招聘-常裕金控实习生招聘-实习僧," 
                        常裕金控
                          ",120-180/天,杭州,硕士,4天／周,实习3个月,金融/经济/投资/财会,150-500,120,180,150.0,4500.0,4,3
大数据分析实习生实习招聘-旸谷创投实习生招聘-实习僧," 
                        旸谷创投
                          ",150-180/天,上海,硕士,3天／周,实习3个月,金融/经济/投资/财会,50-150,150,180,165.0,4950.0,3,3
数据分析实习生-策略与效率实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",150-200/天,北京,不限,4天／周,实习4个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,4,4
数据分析实习生实习招聘-博雅数智实习生招聘-实习僧," 
                        博雅数智
                          ",200-300/天,北京,本科,4天／周,实习3个月,教育/培训,less than 15,200,300,250.0,7500.0,4,3
数据分析实习生-平台运营部-北京实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,5,3
留学App数据分析实习生实习招聘-指南者留学实习生招聘-实习僧," 
                        指南者留学
                          ",100-150/天,全国,本科,3天／周,实习3个月,教育/培训,50-150,100,150,125.0,3750.0,3,3
数据分析实习生（python&sql方向）实习招聘-聚数云海实习生招聘-实习僧," 
                        聚数云海
                          ",80-150/天,成都,本科,5天／周,实习3个月,教育/培训,15-50,80,150,115.0,3450.0,5,3
留学App数据分析实习生实习招聘-指南者教育实习生招聘-实习僧," 
                        指南者教育
                          ",100-150/天,全国,本科,3天／周,实习3个月,教育/培训,50-150,100,150,125.0,3750.0,3,3
留学App数据分析实习生实习招聘-指南者教育实习生招聘-实习僧," 
                        指南者教育
                          ",100-150/天,全国,本科,3天／周,实习3个月,教育/培训,50-150,100,150,125.0,3750.0,3,3
留学App数据分析实习生实习招聘-compassedu指南者教育实习生招聘-实习僧," 
                        compassedu指南者教育
                          ",100-150/天,全国,本科,3天／周,实习3个月,教育/培训,50-150,100,150,125.0,3750.0,3,3
网约车数据分析实习生（平台治理部）-北京实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,5天／周,实习4个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,5,4
数据分析实习生-国际化广告产品实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",150-200/天,北京,本科,5天／周,实习4个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,5,4
小荷医生-数据分析实习生-北京实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",150-180/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,180,165.0,4950.0,5,3
短视频国际化数据分析实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",200/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,200,200.0,6000.0,5,3
快手-政府事务数据分析实习生实习招聘-快手实习生招聘-实习僧," 
                        快手
                          ",180-200/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,180,200,190.0,5700.0,5,3
数据分析实习生（Digital hub）实习招聘-欧莱雅-百库电商实习生招聘-实习僧," 
                        欧莱雅-百库电商
                          ",120/天,广州,本科,5天／周,实习5个月,互联网/游戏/软件,500-2000,120,120,120.0,3600.0,5,5
投研咨询团队-数据分析实习生实习招聘-平安科技实习生招聘-实习僧," 
                        平安科技
                          ",200-300/天,上海,本科,4天／周,实习3个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,4,3
BA Intern（数据分析SQL）实习招聘-OTYPE实习生招聘-实习僧," 
                        OTYPE
                          ",100-150/天,上海,本科,5天／周,实习3个月,企业服务/咨询,150-500,100,150,125.0,3750.0,5,3
亚马逊广告优化师-偏数据分析岗实习招聘-上海奥深实习生招聘-实习僧," 
                        上海奥深
                          ",150-200/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,50-150,150,200,175.0,5250.0,5,3
上海2022届数据分析实习生实习招聘-埃维诺实习生招聘-实习僧," 
                        埃维诺
                          ",150-200/天,上海,本科,4天／周,实习6个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,4,6
游戏运营实习生（数据分析方向）实习招聘-藤蔓实习生招聘-实习僧," 
                        藤蔓
                          ",150-250/天,深圳,不限,5天／周,实习3个月,互联网/游戏/软件,50-150,150,250,200.0,6000.0,5,3
金融数据校验实习生实习招聘-文因互联实习生招聘-实习僧," 
                        文因互联
                          ",120-180/天,合肥,大专,5天／周,实习3个月,互联网/游戏/软件,50-150,120,180,150.0,4500.0,5,3
数据分析专员  实习招聘-喀斯玛商城实习生招聘-实习僧," 
                        喀斯玛商城
                          ",400/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,400,400,400.0,12000.0,5,3
数据分析实习生实习招聘-贝塔斯曼欧唯特实习生招聘-实习僧," 
                        贝塔斯曼欧唯特
                          ",150/天,上海,不限,3天／周,实习3个月,广告/传媒/公关/展览,more than 2000,150,150,150.0,4500.0,3,3
数据分析实习生实习招聘-云南361实习生招聘-实习僧," 
                        云南361
                          ",150-300/天,上海,本科,5天／周,实习3个月,快消/百货/批发/零售,150-500,150,300,225.0,6750.0,5,3
数据分析实习生实习招聘-济地金融实习生招聘-实习僧," 
                        济地金融
                          ",120-150/天,上海,硕士,5天／周,实习3个月,金融/经济/投资/财会,150-500,120,150,135.0,4050.0,5,3
数据分析实习生实习招聘-雨诉投资实习生招聘-实习僧," 
                        雨诉投资
                          ",200-300/天,上海,硕士,5天／周,实习3个月,金融/经济/投资/财会,50-150,200,300,250.0,7500.0,5,3
数据分析实习生实习招聘-前诚科技 QuinTech实习生招聘-实习僧," 
                        前诚科技 QuinTech
                          ",100-180/天,北京,硕士,5天／周,实习3个月,互联网/游戏/软件,50-150,100,180,140.0,4200.0,5,3
数据分析实习生实习招聘-火盈投资实习生招聘-实习僧," 
                        火盈投资
                          ",180-250/天,上海,硕士,5天／周,实习3个月,金融/经济/投资/财会,50-150,180,250,215.0,6450.0,5,3
数据分析实习生实习招聘-欧念实习生招聘-实习僧," 
                        欧念
                          ",120-180/天,广州,硕士,5天／周,实习3个月,快消/百货/批发/零售,50-150,120,180,150.0,4500.0,5,3
数据分析实习生实习招聘-桢诚投资实习生招聘-实习僧," 
                        桢诚投资
                          ",120-150/天,杭州,硕士,5天／周,实习3个月,金融/经济/投资/财会,150-500,120,150,135.0,4050.0,5,3
数据分析实习生实习招聘-城市估价实习生招聘-实习僧," 
                        城市估价
                          ",300/天,上海,本科,5天／周,实习12个月,农林牧渔/其他,150-500,300,300,300.0,9000.0,5,12
数据分析实习生实习招聘-致成电子实习生招聘-实习僧," 
                        致成电子
                          ",150-200/天,上海,不限,5天／周,实习3个月,互联网/游戏/软件,150-500,150,200,175.0,5250.0,5,3
数据分析实习生实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",200/天,上海,本科,5天／周,实习3个月,汽车/机械/制造,more than 2000,200,200,200.0,6000.0,5,3
腾讯在线视频BU - 数据分析实习招聘-腾讯PCG实习生招聘-实习僧," 
                        腾讯PCG
                          ",120/天,深圳,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,120,120,120.0,3600.0,5,3
数据分析实习生实习招聘-吉利汽车实习生招聘-实习僧," 
                        吉利汽车
                          ",120-150/天,湖州,本科,5天／周,实习3个月,汽车/机械/制造,more than 2000,120,150,135.0,4050.0,5,3
Business Analyst 数据分析实习生实习招聘-贝塔斯曼欧唯特实习生招聘-实习僧," 
                        贝塔斯曼欧唯特
                          ",150-180/天,上海,本科,4天／周,实习4个月,广告/传媒/公关/展览,more than 2000,150,180,165.0,4950.0,4,4
数据分析管培生（2022届校招）实习招聘-Babycare实习生招聘-实习僧," 
                        Babycare
                          ",面议,杭州,本科,5天／周,实习12个月,互联网/游戏/软件,more than 2000,0,0,0.0,0.0,5,12
滴滴出行国际化业务数据分析实习生实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,5天／周,实习4个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,5,4
数据分析实习生（安全产品技术部）软件工程实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,5,3
金融数据校验实习生实习招聘-文因互联实习生招聘-实习僧," 
                        文因互联
                          ",120-180/天,合肥,大专,5天／周,实习3个月,互联网/游戏/软件,50-150,120,180,150.0,4500.0,5,3
WIS数据分析实习生实习招聘-凡岛网络实习生招聘-实习僧," 
                        凡岛网络
                          ",120-150/天,广州,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,120,150,135.0,4050.0,5,3
销售数据分析实习招聘-平安普惠实习生招聘-实习僧," 
                        平安普惠
                          ",120-180/天,重庆,本科,5天／周,实习3个月,金融/经济/投资/财会,more than 2000,120,180,150.0,4500.0,5,3
数据分析工程师实习招聘-四川买买熊科技有限公司实习生招聘-实习僧," 
                        四川买买熊科技有限公司
                          ",180-300/天,成都,不限,5天／周,实习3个月,快消/百货/批发/零售,15-50,180,300,240.0,7200.0,5,3
数据分析实习生实习招聘-瑞格智研实习生招聘-实习僧," 
                        瑞格智研
                          ",150/天,上海,不限,3天／周,实习4个月,金融/经济/投资/财会,15-50,150,150,150.0,4500.0,3,4
数据分析实习生实习招聘-CLPS实习生招聘-实习僧," 
                        CLPS
                          ",150-180/天,广州,本科,5天／周,实习4个月,互联网/游戏/软件,500-2000,150,180,165.0,4950.0,5,4
商务运营管理实习生（数据分析方向）实习招聘-NIO 蔚来汽车实习生招聘-实习僧," 
                        NIO 蔚来汽车
                          ",100-150/天,成都,本科,4天／周,实习3个月,汽车/机械/制造,150-500,100,150,125.0,3750.0,4,3
数据分析实习生实习招聘-1Token实习生招聘-实习僧," 
                        1Token
                          ",150/天,上海,本科,5天／周,实习6个月,互联网/游戏/软件,50-150,150,150,150.0,4500.0,5,6
数据分析专员实习生实习招聘-广东久亿实习生招聘-实习僧," 
                        广东久亿
                          ",200-400/天,佛山,大专,5天／周,实习3个月,金融/经济/投资/财会,50-150,200,400,300.0,9000.0,5,3
京东工业数据分析实习生--base苏州实习招聘-京东实习生招聘-实习僧," 
                        京东
                          ",120-180/天,苏州,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,120,180,150.0,4500.0,5,3
迪卡侬电商数据分析实习生--上海实习招聘-迪卡侬电子商务实习生招聘-实习僧," 
                        迪卡侬电子商务
                          ",150-200/天,上海,不限,4天／周,实习4个月,互联网/游戏/软件,150-500,150,200,175.0,5250.0,4,4
工业数据分析实习生（苏虹西路126号）实习招聘-博世中国实习生招聘-实习僧," 
                        博世中国
                          ",150-180/天,苏州,本科,4天／周,实习6个月,汽车/机械/制造,more than 2000,150,180,165.0,4950.0,4,6
数据分析实习生实习招聘-埃森哲实习生招聘-实习僧," 
                        埃森哲
                          ",150-200/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,5,3
数据分析实习生实习招聘-出众集团实习生招聘-实习僧," 
                        出众集团
                          ",150-200/天,佛山,本科,5天／周,实习4个月,餐饮/酒店/旅游/娱乐,150-500,150,200,175.0,5250.0,5,4
数据分析实习生实习招聘-sandstar视达实习生招聘-实习僧," 
                        sandstar视达
                          ",200-400/天,北京,硕士,4天／周,实习3个月,互联网/游戏/软件,150-500,200,400,300.0,9000.0,4,3
数据分析专员实习生实习招聘-广州鑫盛实习生招聘-实习僧," 
                        广州鑫盛
                          ",180-300/天,佛山,大专,5天／周,实习3个月,企业服务/咨询,15-50,180,300,240.0,7200.0,5,3
数据处理与分析实习生实习招聘-治吉科技实习生招聘-实习僧," 
                        治吉科技
                          ",150-300/天,上海,大专,4天／周,实习3个月,互联网/游戏/软件,15-50,150,300,225.0,6750.0,4,3
数据分析实习生实习招聘-前海方舟实习生招聘-实习僧," 
                        前海方舟
                          ",80-120/天,青岛,本科,5天／周,实习3个月,金融/经济/投资/财会,less than 15,80,120,100.0,3000.0,5,3
数据分析实习生实习招聘-连信科技实习生招聘-实习僧," 
                        连信科技
                          ",120-200/天,杭州,不限,5天／周,实习3个月,医疗/健康/制药/生物,50-150,120,200,160.0,4800.0,5,3
金融数据分析实习招聘-广州瀚信实习生招聘-实习僧," 
                        广州瀚信
                          ",80-120/天,广州,不限,5天／周,实习3个月,金融/经济/投资/财会,150-500,80,120,100.0,3000.0,5,3
数据分析实习生实习招聘-乐纯实习生招聘-实习僧," 
                        乐纯
                          ",120-150/天,北京,不限,3天／周,实习3个月,快消/百货/批发/零售,150-500,120,150,135.0,4050.0,3,3
T&A数据分析项目助理实习生(OCE项目组)实习招聘-IQVIA艾昆纬实习生招聘-实习僧," 
                        IQVIA艾昆纬
                          ",100-150/天,上海,本科,5天／周,实习3个月,医疗/健康/制药/生物,500-2000,100,150,125.0,3750.0,5,3
数据分析实习生实习招聘-赛诺菲 实习生招聘-实习僧," 
                        赛诺菲 
                          ",120-150/天,上海,本科,4天／周,实习3个月,医疗/健康/制药/生物,more than 2000,120,150,135.0,4050.0,4,3
数据分析运营实习生实习招聘-侨升科技实习生招聘-实习僧," 
                        侨升科技
                          ",250-400/天,北京,本科,3天／周,实习3个月,电子/通信/硬件,15-50,250,400,325.0,9750.0,3,3
数据分析实习生实习招聘-赛诺菲 实习生招聘-实习僧," 
                        赛诺菲 
                          ",120-150/天,上海,本科,4天／周,实习3个月,医疗/健康/制药/生物,more than 2000,120,150,135.0,4050.0,4,3
数据分析运营实习生实习招聘-侨升科技实习生招聘-实习僧," 
                        侨升科技
                          ",250-400/天,北京,本科,3天／周,实习3个月,电子/通信/硬件,15-50,250,400,325.0,9750.0,3,3
数据经营分析实习生实习招聘-澜实投资实习生招聘-实习僧," 
                        澜实投资
                          ",120-150/天,上海,本科,5天／周,实习3个月,金融/经济/投资/财会,50-150,120,150,135.0,4050.0,5,3
清算数据分析实习生实习招聘-济金国贸实习生招聘-实习僧," 
                        济金国贸
                          ",100-150/天,上海,本科,5天／周,实习4个月,金融/经济/投资/财会,500-2000,100,150,125.0,3750.0,5,4
数据需求分析实习生实习招聘-今合金融服务集团实习生招聘-实习僧," 
                        今合金融服务集团
                          ",120-180/天,成都,硕士,4天／周,实习3个月,金融/经济/投资/财会,50-150,120,180,150.0,4500.0,4,3
数据挖掘分析实习生实习招聘-杭州乘帆科技实习生招聘-实习僧," 
                        杭州乘帆科技
                          ",150-180/天,杭州,本科,5天／周,实习3个月,互联网/游戏/软件,15-50,150,180,165.0,4950.0,5,3
数据分析实习生实习招聘-i2mago实习生招聘-实习僧," 
                        i2mago
                          ",100-120/天,广州,本科,5天／周,实习3个月,广告/传媒/公关/展览,150-500,100,120,110.0,3300.0,5,3
数据分析实习生实习招聘-百视通实习生招聘-实习僧," 
                        百视通
                          ",100-150/天,上海,本科,3天／周,实习4个月,互联网/游戏/软件,500-2000,100,150,125.0,3750.0,3,4
数据分析实习招聘-AIda爱搭实习生招聘-实习僧," 
                        AIda爱搭
                          ",150-200/天,上海,本科,4天／周,实习3个月,互联网/游戏/软件,15-50,150,200,175.0,5250.0,4,3
数据分析（实习）实习招聘-博睿盛伦国际咨询实习生招聘-实习僧," 
                        博睿盛伦国际咨询
                          ",100-120/天,济南,本科,5天／周,实习3个月,企业服务/咨询,50-150,100,120,110.0,3300.0,5,3
图像数据分析实习生实习招聘-广联达实习生招聘-实习僧," 
                        广联达
                          ",150-200/天,北京,本科,4天／周,实习6个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,4,6
程序化购买数据分析实习生实习招聘-GroupM实习生招聘-实习僧," 
                        GroupM
                          ",50-100/天,北京,本科,4天／周,实习4个月,广告/传媒/公关/展览,more than 2000,50,100,75.0,2250.0,4,4
检测数据分析工程师实习招聘-四川买买熊科技有限公司实习生招聘-实习僧," 
                        四川买买熊科技有限公司
                          ",180-300/天,成都,不限,5天／周,实习3个月,快消/百货/批发/零售,15-50,180,300,240.0,7200.0,5,3
初级金融数据分析实习招聘-广州鑫盛实习生招聘-实习僧," 
                        广州鑫盛
                          ",200-300/天,佛山,大专,5天／周,实习3个月,企业服务/咨询,15-50,200,300,250.0,7500.0,5,3
蔚来汽车-PIM实习生招聘-工业数据采集及分析方向实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",200/天,上海,本科,4天／周,实习3个月,汽车/机械/制造,more than 2000,200,200,200.0,6000.0,4,3
Data Analyst/Scientist Intern 数据分析（实习）实习招聘-Genetsis g-commerce实习生招聘-实习僧," 
                        Genetsis g-commerce
                          ",120-150/天,上海,本科,3天／周,实习3个月,互联网/游戏/软件,15-50,120,150,135.0,4050.0,3,3
数据分析专员（金融市场）实习招聘-广东久亿实习生招聘-实习僧," 
                        广东久亿
                          ",180-300/天,佛山,大专,5天／周,实习3个月,金融/经济/投资/财会,50-150,180,300,240.0,7200.0,5,3
金融数据分析实习招聘-广州瀚信实习生招聘-实习僧," 
                        广州瀚信
                          ",100-150/天,广州,大专,5天／周,实习3个月,金融/经济/投资/财会,150-500,100,150,125.0,3750.0,5,3
物流数据分析岗实习招聘-京东物流实习生招聘-实习僧," 
                        京东物流
                          ",120-180/天,北京,本科,5天／周,实习3个月,交通/贸易/物流,more than 2000,120,180,150.0,4500.0,5,3
金融数据分析实习生实习招聘-准雀Accunique实习生招聘-实习僧," 
                        准雀Accunique
                          ",150-300/天,上海,本科,3天／周,实习5个月,企业服务/咨询,150-500,150,300,225.0,6750.0,3,5
BI数据分析实习师实习招聘-聚数云海实习生招聘-实习僧," 
                        聚数云海
                          ",180-300/天,成都,不限,5天／周,实习3个月,教育/培训,15-50,180,300,240.0,7200.0,5,3
蔚来汽车-PIM实习生招聘-工业数据采集及分析方向实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",200/天,上海,本科,4天／周,实习3个月,汽车/机械/制造,more than 2000,200,200,200.0,6000.0,4,3
数据分析实习生实习招聘-聚数云海实习生招聘-实习僧," 
                        聚数云海
                          ",100-200/天,成都,不限,5天／周,实习3个月,教育/培训,15-50,100,200,150.0,4500.0,5,3
Data Analyst/Scientist Intern 数据分析（实习）实习招聘-Genetsis g-commerce实习生招聘-实习僧," 
                        Genetsis g-commerce
                          ",120-150/天,上海,本科,3天／周,实习3个月,互联网/游戏/软件,15-50,120,150,135.0,4050.0,3,3
数据分析实习生实习招聘-数聚智连实习生招聘-实习僧," 
                        数聚智连
                          ",100-120/天,广州,大专,5天／周,实习3个月,互联网/游戏/软件,500-2000,100,120,110.0,3300.0,5,3
数据分析实习生实习招聘-清博智能实习生招聘-实习僧," 
                        清博智能
                          ",120-150/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,120,150,135.0,4050.0,5,3
品牌数据分析实习生实习招聘-美的集团实习生招聘-实习僧," 
                        美的集团
                          ",120-150/天,佛山,不限,5天／周,实习4个月,电子/通信/硬件,more than 2000,120,150,135.0,4050.0,5,4
数据分析专员实习招聘-金厚财务顾问实习生招聘-实习僧," 
                        金厚财务顾问
                          ",150-300/天,北京,本科,5天／周,实习3个月,金融/经济/投资/财会,15-50,150,300,225.0,6750.0,5,3
数据分析实习生实习招聘-凤凰传媒实习生招聘-实习僧," 
                        凤凰传媒
                          ",120-150/天,上海,本科,5天／周,实习3个月,广告/传媒/公关/展览,50-150,120,150,135.0,4050.0,5,3
数据分析实习生/Intern - Data Analysis实习招聘-万宝盛华实习生招聘-实习僧," 
                      万宝盛华
                          ",150/天,上海,本科,4天／周,实习5个月,企业服务/咨询,more than 2000,150,150,150.0,4500.0,4,5
数据分析实习生实习招聘-数玺教育实习生招聘-实习僧," 
                        数玺教育
                          ",300-400/天,广州,硕士,5天／周,实习3个月,教育/培训,15-50,300,400,350.0,10500.0,5,3
数据分析实习生实习招聘-居学科技 实习生招聘-实习僧," 
                        居学科技 
                          ",100-150/天,成都,不限,5天／周,实习6个月,互联网/游戏/软件,15-50,100,150,125.0,3750.0,5,6
后台数据分析工程师实习招聘-四川买买熊科技有限公司实习生招聘-实习僧," 
                        四川买买熊科技有限公司
                          ",180-300/天,成都,不限,5天／周,实习3个月,快消/百货/批发/零售,15-50,180,300,240.0,7200.0,5,3
后台数据分析工程师实习招聘-聚数云海实习生招聘-实习僧," 
                        聚数云海
                          ",180-300/天,成都,不限,5天／周,实习3个月,教育/培训,15-50,180,300,240.0,7200.0,5,3
质量数据分析实习生实习招聘-集美实习生招聘-实习僧," 
                        集美
                          ",180/天,深圳,不限,5天／周,实习4个月,快消/百货/批发/零售,150-500,180,180,180.0,5400.0,5,4
业务数据分析实习生实习招聘-北海康成实习生招聘-实习僧," 
                        北海康成
                          ",150-200/天,上海,本科,3天／周,实习3个月,医疗/健康/制药/生物,150-500,150,200,175.0,5250.0,3,3
数据分析-实习生（普惠用车部）实习招聘-哈啰出行实习生招聘-实习僧," 
                        哈啰出行
                          ",250/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,250,250,250.0,7500.0,5,3
亚马逊数据分析实习生实习招聘-豪雅集团实习生招聘-实习僧," 
                        豪雅集团
                          ",100-150/天,宁波,本科,5天／周,实习6个月,快消/百货/批发/零售,500-2000,100,150,125.0,3750.0,5,6
数据分析实习生实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",300/天,上海,不限,4天／周,实习3个月,汽车/机械/制造,more than 2000,300,300,300.0,9000.0,4,3
